Area,Location,Rent (RM/month),Headline,Link
Selangor,Bukit Puchong,850,Master room for rent at Casa Tropika with private 🛁bathroom,https://my.roomz.asia/863065
Selangor,Bandar Sunway,1200,Master room for rent at Dk Senza Residence with private 🛁bathroom,https://my.roomz.asia/863027
Selangor,Sepang,350,Middle room for rent at Apartment Bestari prefer  👩female,https://my.roomz.asia/863005
Selangor,Petaling Jaya,550,Middle room for rent at Petaling Jaya with private 🛁bathroom prefer  👩female,https://my.roomz.asia/862966
Selangor,Bandar Sunway,950,Middle room for rent at Dk Senza Residence,https://my.roomz.asia/862947
Selangor,Bandar Sunway,350,Mentari Court Apartment Bandar Sunway Petaling Jaya,https://my.roomz.asia/862937
Selangor,Subang Jaya,420,🔥🔥🔥🔥ZERO DEPOSIT🔥🔥🔥🔥LANDED SINGLE ROOM AT SS15 SUBANG JAYA,https://my.roomz.asia/846432
Selangor,Subang Jaya,380,Super Duper Worth Single room for rent at ROOMY SS15 Awesome Space!!!!,https://my.roomz.asia/846452
Selangor,Subang Jaya,420,Single room for rent at 3,https://my.roomz.asia/852435
Selangor,Subang Jaya,420,🔥🔥🔥🔥ZERO DEPOSIT🔥🔥🔥🔥LANDED SINGLE ROOM AT SS15 SUBANG JAYA,https://my.roomz.asia/852682
Selangor,Subang Jaya,420, 🔥🔥🔥🔥ZERO DEPOSIT🔥🔥🔥🔥LANDED SINGLE ROOM AT SS15 SUBANG JAYA,https://my.roomz.asia/852685
Selangor,Petaling Jaya,1200,Studio room for rent at 42 with private 🛁bathroom,https://my.roomz.asia/862925
Selangor,Subang Jaya,420,💥💥OFFER THAT YOU DONT WANT TO MISS IT !!!! ZERO DEPOSIT !!!! SINGLE ROOM AND DOUBLE BEDROOM FOR RENT AT SS15!!!! ,https://my.roomz.asia/846334
Selangor,Bandar Sunway,570,🔥🔥🔥🔥ZERO DEPOSIT🔥🔥🔥🔥5 STAR SERVICED HOSTEL SINGLE ROOM AT BANDAR SUNWAY SUBANG JAYA🔥🔥🔥🔥,https://my.roomz.asia/807303
Selangor,Subang Jaya,600,🔥🔥🔥🔥Zero Deposit🔥🔥🔥🔥  Double Bedroom For Rent at SS15,https://my.roomz.asia/809784
Selangor,SS15,750,"[ROOMY SS15] @ [Attached Private Bathroom] F/F Designer Room SS15 - Walking Distance to INTI Subang SS15, AeU, Westminster International College, Subang Jaya Medical Centre, SS15 LRT, AEON Big Subang, KTM, Empire Subang",https://my.roomz.asia/809785
Selangor,Subang Jaya,450,🔥🔥🔥🔥SUPER WORTH EXCLUSIVE FULLY FURNISHED AIRCOND SINGLE ROOM @ SS15🔥🔥🔥🔥,https://my.roomz.asia/846323
Selangor,Petaling Jaya,500,Middle room for rent at Jalan BM 1/10,https://my.roomz.asia/862894
Selangor,Petaling Jaya,500,Single room for rent at Jalan BM 1/10 with private 🛁bathroom,https://my.roomz.asia/862891
Selangor,Bandar Saujana Putra,500,Middle room for rent at Bandar Saujana Putra,https://my.roomz.asia/862859
Selangor,Bandar Saujana Putra,700,Master room for rent at Bandar Saujana Putra with private 🛁bathroom,https://my.roomz.asia/862858
Selangor,Bandar Sunway,1200,Master room for rent at Dk Senza Residence with private 🛁bathroom,https://my.roomz.asia/862854
Selangor,Setia Alam,498,Setia Alam Medium Room to Let,https://my.roomz.asia/862841
Selangor,Taman Mayang,490,Studio Style Single Room Kelana Jaya LRT,https://my.roomz.asia/832034
Selangor,Taman Mayang,690,Spacious Studio Style Master Bedroom Private Bath,https://my.roomz.asia/850737
Selangor,Seksyen 17,535,Multiple Single Rooms for Rent walking distance to EATERIES & LAUNDRY SHOP,https://my.roomz.asia/855434
Selangor,SS2,650,Middle and Single Room for rent in a Pet friendly Landed House,https://my.roomz.asia/855437
Selangor,Shah Alam,390,Middle room for rent at Alam Nusantara prefer  👩female,https://my.roomz.asia/862785
Selangor,Puchong Jaya,550,Single room for rent Sutramas Apartment Aircond Fee Included,https://my.roomz.asia/823585
Selangor,Petaling Jaya,700,Master room with aircond for rent at Pelangi Damansara with private 🛁bathroom,https://my.roomz.asia/862775
Selangor,Shah Alam,850,Master room for rent at Urbano Paramount Property with private 🛁bathroom,https://my.roomz.asia/861328
Selangor,Shah Alam,720,Latest Middle room for rent at Urbano Paramount Property,https://my.roomz.asia/861330
Selangor,Shah Alam,700,Latest Medium room for rent at Urbano Paramount Property,https://my.roomz.asia/861329
Selangor,Shah Alam,600,Single room for rent at Urbano Paramount Property,https://my.roomz.asia/861332
Selangor,Subang Jaya,500,Master room for rent at Usj 11 with private 🛁bathroom,https://my.roomz.asia/862701
Selangor,Kota Damansara,550,Single room for rent at Seri Utama ,https://my.roomz.asia/862699
Selangor,Kajang,647," Bilik sewa (F/Furnished) Taman Nadayu 92, Econsave, Kajang 2, UKM, GMI",https://my.roomz.asia/862679
Selangor,Subang Jaya,700,Master room for rent at Subang Jaya Lafite Apartment with private 🛁bathroom prefer  👩female,https://my.roomz.asia/832542
Selangor,Cyberjaya,850,Master room for rent at Mutiara Ville Cyberjaya with private 🛁bathroom,https://my.roomz.asia/862638
Selangor,Cyberjaya,550,Single room for rent at Mutiara Ville Cyberjaya,https://my.roomz.asia/862637
Selangor,Petaling Jaya,500,Middle room for rent at Palm Spring @ Damansara prefer  👩female,https://my.roomz.asia/862632
Selangor,Petaling Jaya,600,Middle room for rent at Palm Spring @ Damansara prefer  👩female,https://my.roomz.asia/862629
Selangor,Cyberjaya,550,Middle room for rent at  prefer  👩female,https://my.roomz.asia/862616
Selangor,Subang Jaya,550,Middle room for rent at Usj 1 prefer  👩female,https://my.roomz.asia/862613
Selangor,SS2,390,SS 1 Full Furnished room Cheap,https://my.roomz.asia/801589
Selangor,Kajang,288,Middle room for rent at Bangi Avenue with private 🛁bathroom,https://my.roomz.asia/862543
Kuala Lumpur,Taman Wahyu,600,Single room for rent at Lakeville Residence prefer  👩female,https://my.roomz.asia/854434
Kuala Lumpur,Bukit Jalil,900,"Master Room @ The Z Residence, Bukit Jalil",https://my.roomz.asia/853405
Kuala Lumpur,Danau Kota,600,Master room for rent at PV10 Platinum Lake Condo with private 🛁bathroom,https://my.roomz.asia/854334
Kuala Lumpur,KLCC,800,Fully Furnished Office for rent @ Changkat Raja Chulan!! FREE WiFi and Repair!,https://my.roomz.asia/804943
Kuala Lumpur,Bukit Jalil,600,Room with FREE ALL UTILITIES Bukit Jalil @ The Andes,https://my.roomz.asia/812931
Kuala Lumpur,Old Klang Road,800,Brand New Room FULLY FURNISHED GenKL @Old Klang Road,https://my.roomz.asia/812677
Kuala Lumpur,Old Klang Road,500,CHEAP Room For Rent @OUG Parklane!!!,https://my.roomz.asia/806069
Kuala Lumpur,Bukit Jalil,600," Bukit Jalil New Room PROMOTION!! - (FREE WIFI,AC,UTILITIES) @ The Andes ",https://my.roomz.asia/804868
Kuala Lumpur,Kuala Lumpur,500,Single room for rent at Sky Awani Residence,https://my.roomz.asia/854291
Kuala Lumpur,Cheras,550,Single room for rent at You City - You Vista,https://my.roomz.asia/854288
Kuala Lumpur,Sentul,500,Single room for rent at Sky Awani Residence,https://my.roomz.asia/854262
Kuala Lumpur,Cheras,550,Single room for rent at You vista,https://my.roomz.asia/854261
Kuala Lumpur,KLCC,1200,Studio room for rent at Kuala Lumpur with private 🛁bathroom,https://my.roomz.asia/854237
Kuala Lumpur,Wangsa Maju,350,Middle room for rent at Rampai Court Apartment 2,https://my.roomz.asia/854236
Kuala Lumpur,Bukit Jalil,750,1 MONTH DEPOSIT! Master room for rent at OUG Parklane with private 🛁bathroom,https://my.roomz.asia/833503
Kuala Lumpur,Bukit Jalil,750,1 MONTH DEPOSIT! Master room for rent at OUG Parklane with private 🛁bathroom,https://my.roomz.asia/833502
Kuala Lumpur,Old Klang Road,750,1 MONTH DEPOSIT! Master room for rent at OUG Parklane with private 🛁bathroom,https://my.roomz.asia/833868
Kuala Lumpur,Kepong,750,Kepong / Desa Park City / Bandar Menjalara - Fortune Centra Residence (5 min walk to Metro Prima MRT),https://my.roomz.asia/850841
Kuala Lumpur,Wangsa Maju,420,Menara Alpha Condo (LRT Wangsa Maju) - Single Room for Female,https://my.roomz.asia/854185
Kuala Lumpur,Bukit Jalil,700,Master room for rent at Casa Green with private 🛁bathroom,https://my.roomz.asia/854153
Kuala Lumpur,Bukit Jalil,425,Single room for rent at Vista Komanwel A,https://my.roomz.asia/854059
Kuala Lumpur,Bukit Jalil,450,Middle room for rent at Jalil Damai Apartment,https://my.roomz.asia/853574
Kuala Lumpur,Kuala Lumpur,1100,Master room for rent at Jalan Ipoh with private 🛁bathroom,https://my.roomz.asia/854057
Kuala Lumpur,Taman Connaught,700,1 Month Deposit Medium room for rent at Maxim Residences,https://my.roomz.asia/852320
Kuala Lumpur,Old Klang Road,800,L-Shaped window medium room for rent at DSands Residences,https://my.roomz.asia/852315
Selangor,Bandar Utama,580,❗❗ Zero Deposit❗❗ for rent at BU/TTDI/PJ with 🧹Weekly cleaning service 🤩🤩,https://my.roomz.asia/839850
Selangor,Klang,500,Middle room for rent at Regency Condominium,https://my.roomz.asia/862513
Selangor,Taman Equine,700,"BILIK SEWA [MIDDLE ROOM] @ TAMAN EQUINE, SERI KEMBANGAN",https://my.roomz.asia/862494
Selangor,Damansara Utama,580,💥𝙉𝙊 𝘿𝙀𝙋𝙊𝙎𝙄𝙏💥 Single room for rent at Glomac Damansara 🏡🏡,https://my.roomz.asia/838465
Selangor,Bandar Utama,550,𝓩𝓔𝓡𝓞 𝓓𝓔𝓟𝓞𝓢𝓘𝓣 🔥🔥 HOT ROOM FOR RENT NEAR 🚇MRT KPMG/ONEUTAMA WITH FREE WIFI  🚀🚀🚀,https://my.roomz.asia/798464
Selangor,Puchong Jaya,500,✨𝐅𝐑𝐄𝐄 𝐖𝐈𝐅𝐈 🏡 😀 BANDAR PUCHONG/IOI/WAWASAN AFFORDABLE ROOM FOR RENT 👍❗❗,https://my.roomz.asia/798532
Selangor,Bandar Utama,820,Master room for rent at Bu4 with private 🛁bathroom,https://my.roomz.asia/862418
Selangor,Cyberjaya,300,Middle room for rent at Cyberia Smarthomes,https://my.roomz.asia/862400
Selangor,Bandar Utama,550,Last  room vacancy of the unit...At  BU 7/8,https://my.roomz.asia/861894
Selangor,Bandar Utama,700, A comfortable medium room (RM700.00) with window 🏠Only 5mins drive 🚗 distance to 1Utama shopping mall 💥 1 month deposit   RENTAL INCLUDED 💥 FREE Very FAST Internet WiFi with 100mbps !!! 💥 FREE UTILITIES IS INCLUDED !!! 💥 FREE Weekly Cleaning   ROOM COME ,https://my.roomz.asia/861881
Selangor,Kelana Jaya,470,Single room for rent at ,https://my.roomz.asia/861721
Selangor,Petaling Jaya,500,Single room for rent at Jalan SS 20/10,https://my.roomz.asia/861587
Selangor,Petaling Jaya,600,Great location of landed house room available !!!,https://my.roomz.asia/861582
Selangor,Ampang,550,Middle room for rent at Maybank (Taman Wawasan),https://my.roomz.asia/862337
Selangor,Kelana Jaya,580,"Move in Immediate, 5mins walk to Kelana Jaya LRT, Aircon+Wifi+Furnished room",https://my.roomz.asia/862336
Selangor,Puchong Jaya,400,"Puchong Sutramas Condo Single Room, New Renovate & Furniture, Walk to LRT IOI Puchong Jaya",https://my.roomz.asia/828885
Selangor,Taman Equine,600,"BILIK SEWA [SINGLE] @ TAMAN EQUINE, SERI KEMBANGAN",https://my.roomz.asia/862298
Selangor,Bandar Utama,680,"✨NEAR MRT✨Fully Furnished Medium AC Room With Attached Shared Bathroom for rent at BU 1, Bandar Utama, Petaling Jaya",https://my.roomz.asia/862288
Selangor,Ampang,600,Middle room for rent at Maybank,https://my.roomz.asia/862266
Selangor,Ara Damansara,550,Single room for rent at Pacific Place @ Ara Damansara,https://my.roomz.asia/862261
Selangor,Petaling Jaya,650,Middle room for rent ***move in Oct’21 at Avenue D'Vogue prefer  👩female ,https://my.roomz.asia/862258
Selangor,Bandar Utama,780,Middle rooms available at BU3,https://my.roomz.asia/862248
Selangor,Bandar Utama,650,Single rooms for rent at BU 1,https://my.roomz.asia/862243
Selangor,Taman Equine,800,"BILIK SEWA [MASTER] @ TAMAN EQUINE, SERI KEMBANGAN",https://my.roomz.asia/862202
Kuala Lumpur,Kuala Lumpur,800,Tuan Residency Female Only Master room for rent at Tuan Residency,https://my.roomz.asia/842496
Kuala Lumpur,Kuala Lumpur,650,\Tuan Residency Female Only Middle room for rent at Tuan Residency,https://my.roomz.asia/842498
Kuala Lumpur,Kuala Lumpur,800,"Tuan Residency Female Only Master Room for Rent, Jalan Kuching, Segambut",https://my.roomz.asia/842523
Kuala Lumpur,Kepong,750,Single room with balcony for rent at United Point Residence,https://my.roomz.asia/844430
Kuala Lumpur,Sentul,250,Sentul Mawar Apartment in front LRT station not sharing room,https://my.roomz.asia/837484
Kuala Lumpur,Sentul,250,Sentul Utama condominium small room not sharing room,https://my.roomz.asia/837482
Kuala Lumpur,Danau Kota,200,Setapak rumah teres low cost Bilik Besar tidak berkongsi,https://my.roomz.asia/837481
Kuala Lumpur,Wangsa Maju,1000,😱DIRECT LINK BRIDGE TO LRT🚝 PREMIUM BALCONY SUITE!! SAME LINE TO KLCC/KL SENTRAL/MID VALLEY!,https://my.roomz.asia/853362
Kuala Lumpur,Kuala Lumpur,1200,Master room for rent at Ampang Park with private 🛁bathroom,https://my.roomz.asia/853361
Kuala Lumpur,Kuala Lumpur,1200,😱DIRECT LINK BRIDGE TO LRT🚝 PREMIUM MASTER SUITE!! WORK FROM HOME FRIENDLY! SAME LINE TO KLCC/KL SENTRAL/MID VALLEY!,https://my.roomz.asia/853360
Kuala Lumpur,Kuala Lumpur,1200,😱DIRECT LINK BRIDGE TO LRT🚝 PREMIUM MASTER SUITE!! WORK FROM HOME FRIENDLY! SAME LINE TO KLCC/KL SENTRAL/MID VALLEY!,https://my.roomz.asia/853904
Kuala Lumpur,Kepong,450,Middle room for rent at Beverly Tower Plaza Medan Putra with private 🛁bathroom prefer  👩female,https://my.roomz.asia/853962
Kuala Lumpur,Bukit Jalil,530,Middle room for rent at Casa Green,https://my.roomz.asia/853935
Kuala Lumpur,Wangsa Maju,1200,Master room for rent at The Hamilton with private 🛁bathroom,https://my.roomz.asia/853359
Kuala Lumpur,Taman Bunga Raya,550,Big room for rent at Taman Bunga Raya,https://my.roomz.asia/853853
Kuala Lumpur,Taman Bunga Raya,350,Middle room for rent at Taman Bunga Raya,https://my.roomz.asia/853852
Kuala Lumpur,Bukit Jalil,1000,Master room for rent at Parkhill Residence with private 🛁bathroom,https://my.roomz.asia/835413
Kuala Lumpur,Bukit Jalil,700,Single room for rent at Parkhill Residence,https://my.roomz.asia/833107
Kuala Lumpur,Bukit Jalil,1050,Master room for rent at Parkhill Residence with private 🛁bathroom,https://my.roomz.asia/841635
Kuala Lumpur,KL City Center,750,ZERO DEPOSIT! Free Wifi! Intermark! Luxury! Fully Furnished! KLCC Area!,https://my.roomz.asia/853825
Kuala Lumpur,Cheras,1000,Master room for rent at Riana South condominium with private 🛁bathroom,https://my.roomz.asia/842782
Kuala Lumpur,Taman OUG,500,Single room for rent at 15 prefer  👩female,https://my.roomz.asia/853811
Kuala Lumpur,Segambut,350,"Room For Rent Room For Rent Boulevard Condo, Sri Putramas, Jln Kuching, Publika",https://my.roomz.asia/811396
Kuala Lumpur,Taman Wahyu,700,Single room for rent at Lakeville Residence - Only prefer female tenant,https://my.roomz.asia/853786
Kuala Lumpur,Happy Garden,600,Middle room for rent at Jalan Kuchai Lama with private 🛁bathroom,https://my.roomz.asia/853781
Selangor,Bandar Sunway,425,Master room for rent at Lagoon Perdana Apartment with private 🛁bathroom,https://my.roomz.asia/862170
Selangor,Bandar Botanik,560,Fully Furnished Room for rent at Bandar Botanic/ Bukit Tinggi,https://my.roomz.asia/862102
Selangor,Bandar Botanik,560,"Fully furnished Room for rent at Bandar Botanic/ Bukit Tinggi, Klang",https://my.roomz.asia/857311
Selangor,Bandar Botanik,500,"Fully Furnished Room for rent at Bandar Botanic/Bukit Tinggi, Klang",https://my.roomz.asia/854715
Selangor,Bandar Botanik,400,"Fully Furnished Room for rent at Bandar Botanic/Bukit Tinggi, Klang",https://my.roomz.asia/851090
Selangor,Bandar Botanik,430,Single room for rent at Bandar Botanic,https://my.roomz.asia/856812
Selangor,Subang Jaya,490,"Single room walking BRT, Free Wifi for rent at Impian Meridian",https://my.roomz.asia/862101
Selangor,Subang Jaya,700,"Middle room Walking distance BRT, Free WIFI for rent at Impian Meridian",https://my.roomz.asia/862100
Selangor,Subang Jaya,480,"Single room Walking distance BRT, Free WIFI for rent at Impian Meridian",https://my.roomz.asia/862098
Selangor,Subang Jaya,380,"Single room Naerby BRT, Free WIFI for rent at Impian Meridian",https://my.roomz.asia/862097
Selangor,Subang Jaya,490,"Single room Walking distance BRT, Free Wifi for rent at Impian Meridian",https://my.roomz.asia/862096
Selangor,Petaling Jaya,450,Premium Single Room SS2 Seapark Petaling Jaya,https://my.roomz.asia/814418
Selangor,Petaling Jaya,750,Beautiful Medium Room at SS2,https://my.roomz.asia/801664
Selangor,Seksyen 17,720,Premium Middle Room for rent Section 17 PPUM Petaling Jaya,https://my.roomz.asia/832755
Selangor,Subang Jaya,600,"Middle room Walking distance BRT, Free Parking for rent at Impian Meridian",https://my.roomz.asia/862095
Selangor,Subang Jaya,1000,"Female Master room Nearby BRT, Free Wifi for rent at Subang Jaya with private 🛁bathroom",https://my.roomz.asia/862091
Selangor,Ampang,300,Middle room for rent at Jalan Pandan Ria 1,https://my.roomz.asia/862030
Selangor,Batu Caves,550,Middle room for rent at 162 Residency Selayang Apartment,https://my.roomz.asia/861543
Selangor,Subang Jaya,500,Single room for rent at The Edge Residence,https://my.roomz.asia/862007
Selangor,Subang Jaya,500,Single room for rent at The Edge Residence,https://my.roomz.asia/862006
Selangor,Seri Kembangan,350,Middle room for rent at Taman Sri Serdang,https://my.roomz.asia/861918
Selangor,Bandar Utama,500,Medium room without air-conditioning at BU 7/5,https://my.roomz.asia/861905
Selangor,Subang Jaya,550,Middle room for rent at Usj 13,https://my.roomz.asia/861871
Selangor,Bandar Sunway,550,Master room for rent at Bandar Sunway prefer  👩female,https://my.roomz.asia/861838
Selangor,Shah Alam,257,Master room for rent at Arte Subang West with private 🛁bathroom prefer  👩female,https://my.roomz.asia/861720
Kuala Lumpur,Segambut,650,"Newly renovated Single room for rent at United Point Residence, North Kiara (Train to KLCC, KL Sentral, Mid Valley)",https://my.roomz.asia/818858
Kuala Lumpur,Taman Melati,350,Single room for rent at Taman Melati,https://my.roomz.asia/853750
Kuala Lumpur,Bukit Jalil,1000,New Renovate Master room Bukit Jalil @ The Andes,https://my.roomz.asia/803325
Kuala Lumpur,KL City Center,800,"1.5 Months Rental Deposit, Medium Room, Comfortable Working Space, 1min to Ampang Point, 10min to KLCC (FREE Cleanning, Wifi) (GCB Court @ Ampang Hilir, KL City Centre)",https://my.roomz.asia/850829
Kuala Lumpur,KL City Center,1000,"Master Room attach Bathroom, Comfortable Working Space, 1min to Ampang Point, 10min to KLCC (FREE Cleanning, Wifi) (GCB Court @ Ampang Hilir, KL City Centre)",https://my.roomz.asia/850831
Kuala Lumpur,Kepong,350,"Middle Room for rent at Desa Satu Apartment, Aman Puri",https://my.roomz.asia/836351
Kuala Lumpur,Kepong,380,"Middle Room for rent at Desa Satu Apartment, Aman Puri",https://my.roomz.asia/836355
Kuala Lumpur,Danau Kota,550,Middle room for rent at PV16 Platinum Lake Condominium,https://my.roomz.asia/853691
Kuala Lumpur,Old Klang Road,800,Middle room for rent at Petalz Residences @ Old Klang Road prefer  👩female,https://my.roomz.asia/853690
Kuala Lumpur,Wangsa Maju,680,Middle room for rent at Wangsa Maju prefer  👩female,https://my.roomz.asia/853685
Kuala Lumpur,Wangsa Maju,430,Single room for rent at Wangsa Metroview prefer  👩female,https://my.roomz.asia/853665
Kuala Lumpur,Bukit Jalil,900,Master room for rent at Alam Sutera with private 🛁bathroom prefer  👩female,https://my.roomz.asia/853663
Kuala Lumpur,KL City Center,300,Centralized & Good Location in KL City. Walking distance to PNB 118 and Monorail Maharajalela. Minutes to KL CBD KL Sentral (KLCC area) and TRX.,https://my.roomz.asia/844649
Kuala Lumpur,Bukit Jalil,900,Master room for rent at Alam Sutera with private 🛁bathroom,https://my.roomz.asia/853662
Kuala Lumpur,Sungai Besi,750,Middle room for rent at Midfields 2 - Block D,https://my.roomz.asia/853658
Kuala Lumpur,Bukit Bintang,680,"Cheras Seri Mas Room for Rent at Taman Ikhsan Near to Taman Pertama LRT Station, KL",https://my.roomz.asia/850380
Kuala Lumpur,Taman OUG,600,Middle room for rent at OUG Parklane,https://my.roomz.asia/853636
Kuala Lumpur,Sungai Besi,200,Single room for rent at apartment desa tasik Fasa 1A,https://my.roomz.asia/853583
Kuala Lumpur,Cheras,700,Middle room for rent at You Residences,https://my.roomz.asia/847071
Kuala Lumpur,Taman Connaught,700,Middle room for rent at Taman Connaught,https://my.roomz.asia/847074
Kuala Lumpur,Cheras,700,Middle room for rent at Cheras 9 Miles,https://my.roomz.asia/847075
Kuala Lumpur,Cheras,700,Middle room for rent at You City - You Vista,https://my.roomz.asia/847072
Kuala Lumpur,Cheras,700,Middle room for rent at Cheras,https://my.roomz.asia/847073
Kuala Lumpur,Cheras,700,Middle room for rent at Cheras 9 Miles,https://my.roomz.asia/847048
Selangor,Petaling Jaya,950,Master room for rent at SS2 with private 🛁bathroom,https://my.roomz.asia/861603
Selangor,Petaling Jaya,500,Single room for rent at SS2,https://my.roomz.asia/861601
Selangor,Petaling Jaya,680,Middle room for rent at SS2,https://my.roomz.asia/861599
Selangor,Petaling Jaya,550,Single room for rent at SS2,https://my.roomz.asia/861598
Selangor,Petaling Jaya,650,Middle room for rent at SS2,https://my.roomz.asia/861597
Selangor,Petaling Jaya,550,Single room for rent at SS2,https://my.roomz.asia/861596
Selangor,Seksyen 17,680,Middle room for rent at 680,https://my.roomz.asia/861595
Selangor,Seksyen 17,750,Middle room for rent at 750,https://my.roomz.asia/861594
Selangor,Bandar Sungai Long,970,Master room for rent at Landmark Residence with private 🛁bathroom,https://my.roomz.asia/861581
Selangor,Shah Alam,650,Middle room for rent at Kondominium Indah Alam prefer  👩female,https://my.roomz.asia/861548
Selangor,Kota Damansara,600,[Palm Spring]Cozy Room FOR RENT ,https://my.roomz.asia/861547
Selangor,Kota Damansara,500,[Palm Spring]Cozy Room FOR RENT ,https://my.roomz.asia/861546
Selangor,Kota Damansara,500,[Palm Spring]Cozy Room FOR RENT ,https://my.roomz.asia/861545
Selangor,Bandar Sunway,900,Middle room for rent at Dk Senza Residence with private 🛁bathroom,https://my.roomz.asia/861529
Selangor,Kelana Jaya,390,Small room to rent out ,https://my.roomz.asia/795890
Selangor,Petaling Jaya,390,Single room for rent at Kelana Puteri Condominium,https://my.roomz.asia/861527
Selangor,Bandar Sunway,500,Middle room for rent at Subang Jaya,https://my.roomz.asia/861521
Selangor,Seksyen 17,720,NEW Middle room for rent at Seksyen 17,https://my.roomz.asia/847437
Selangor,Petaling Jaya,530,Single room for rent at SS2,https://my.roomz.asia/815362
Selangor,Petaling Jaya,270,Single room for rent at Flora Damansara,https://my.roomz.asia/861470
Selangor,Subang Jaya,620,🔥SPECIAL PROMO🔥 SS15 Full Furnished Female Double Room at Subang Jaya SS15 walking distance to INTI,https://my.roomz.asia/817363
Selangor,Subang Jaya,450,SS15 Subang Jaya Full Furnished Single Room,https://my.roomz.asia/817276
Selangor,Subang Jaya,450,Female Single Room - Walking Distance to INTI Subang SS15 prefer 👩female,https://my.roomz.asia/817424
Selangor,Subang Jaya,450,Room at Subang Jaya SS15,https://my.roomz.asia/817351
Selangor,Subang Jaya,520,Fully Furnished Single Room at Subang Jaya SS15,https://my.roomz.asia/817211
Selangor,Subang Jaya,450,Single room for rent at Casa Tiara Service Apartments prefer  👩female,https://my.roomz.asia/861464
Selangor,Ara Damansara,570,Middle room for rent at Pacific Place @ Ara Damansara,https://my.roomz.asia/861461
Selangor,Ara Damansara,570,Middle room for rent at Pacific Place @ Ara Damansara,https://my.roomz.asia/861460
Selangor,Subang Jaya,600,COSY MIDDLE ROOM IMPIAN MERIDIAN FOR RENT ,https://my.roomz.asia/861390
Selangor,Ampang,600,Middle room for rent at Axis Residence prefer  👩female,https://my.roomz.asia/861379
Selangor,Sungai Buloh,360,Sungai Buloh Landed Middle room for rent at BRP 4/9 prefer  👩Female ,https://my.roomz.asia/861362
Selangor,Ampang,450,Single room for rent at One Ampang Avenue,https://my.roomz.asia/861361
Selangor,Bandar Sunway,1000,Single room for rent at Dk Senza Residence,https://my.roomz.asia/861317
Selangor,Setia Alam,550,Single room for rent Seri Jati Setia Alam,https://my.roomz.asia/812488
Selangor,Shah Alam,550,Utropolis Glenmarie room for rent,https://my.roomz.asia/812486
Selangor,Kota Damansara,1200,Cozy Master Rooms for RENT @ EMPORIS KOTA DAMANSARA,https://my.roomz.asia/861298
Selangor,Shah Alam,470,"A/C Single Room FULLY FURNISH Private Room, FREE Cleaning Service Setia Taipan",https://my.roomz.asia/847605
Selangor,Seri Kembangan,350,Middle room URGENT INTAKE ( female only ),https://my.roomz.asia/838849
Selangor,Kajang,250,🛏️Shared room for rent at Unipark Condominium prefer  👩female,https://my.roomz.asia/861206
Selangor,Kota Damansara,950,Awesome Medium Room for RENT @ EMPORIS KOTA DAMANSARA,https://my.roomz.asia/861192
Selangor,Subang Jaya,400,"Master room for rent at SS18 . Situated in heart of Subang Jaya ,Walking Distance to LRT Station/Bus Stop / SS15 / Convenience Stores / Playground",https://my.roomz.asia/861177
Selangor,Batu Caves,280,Middle room for rent at Pangsapuri Saujana Gombak prefer  👩female,https://my.roomz.asia/861165
Selangor,Bandar Sunway,675,Master room for rent at Mutiara Perdana Student Accommodation with private 🛁bathroom,https://my.roomz.asia/861108
Selangor,Kota Damansara,850,👩Female Unit Master Room & own Bathroom @ I Residen Kota Damansara,https://my.roomz.asia/861093
Selangor,Kota Damansara,500,Single room for rent at I RESIDENCE prefer  👩female,https://my.roomz.asia/861091
Selangor,Petaling Jaya,650,"Middle room for rent at Bayu Puteri Apartment, near Tropicana / Bandar Utama BU11",https://my.roomz.asia/861083
Selangor,Petaling Jaya,252,Middle room for rent at The Grand @ Kelana Damansara Suites prefer  👩female,https://my.roomz.asia/861020
Selangor,Cyberjaya,450,Middle room for rent at The Arc @ Cyberjaya Blocks C & D,https://my.roomz.asia/861006
Selangor,Cyberjaya,550,Middle room for rent at The Arc @ Cyberjaya Blocks C & D,https://my.roomz.asia/861005
Selangor,Subang Jaya,350,Middle room for rent at Usj 12,https://my.roomz.asia/860904
Selangor,Petaling Jaya,500,Single room for rent at Mahkota Residensi prefer  👩female,https://my.roomz.asia/860881
Selangor,Subang Jaya,700,Middle room for rent at Kingsley Hills @ Putra Heights prefer  👩female,https://my.roomz.asia/860880
Selangor,Bandar Mahkota Cheras,580,Middle room for rent at Jalan Mahkota Hills 1,https://my.roomz.asia/855267
Selangor,Taman Equine,600,Middle room for rent at Springville Residence,https://my.roomz.asia/859907
Selangor,Seri Kembangan,450,Single room for rent at PANGSAPURI SURIA PERMAI,https://my.roomz.asia/859911
Selangor,Seri Kembangan,520,Middle room for rent at PANGSAPURI SURIA PERMAI,https://my.roomz.asia/859912
Selangor,Subang Jaya,370,Single room for rent at Kingsley Hills @ Putra Heights prefer  👩female,https://my.roomz.asia/859913
Selangor,Petaling Jaya,600,Single room for rent at Jalan SS 25/10 prefer  👩female,https://my.roomz.asia/860868
Selangor,Selayang,200,Selayang flat taman intan baiduri not sharing small room,https://my.roomz.asia/837496
Selangor,Petaling Jaya,250,"Petaling Jaya , Jalan SS 3 , Corner house (Bigger Room Available)",https://my.roomz.asia/837500
